DEBUG 2014-11-24 10:39:24,122 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2014-11-24 10:45:44,818 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-24 10:45:44,830 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper.Net4, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-24 10:45:44,831 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Core, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 10:45:44,870 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Facilities.Logging, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 10:45:44,870 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Services.Logging.Log4netIntegration, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 10:45:44,870 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Windsor, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 10:45:44,880 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-24 10:45:45,123 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework.SqlServer, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-24 10:45:45,131 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: log4net, Version=1.2.10.0, Culture=neutral, PublicKeyToken=1b44e1d426115821
DEBUG 2014-11-24 10:45:45,138 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Newtonsoft.Json, Version=6.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed
DEBUG 2014-11-24 10:45:45,161 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,162 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:45:45,162 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopApplicationModule
DEBUG 2014-11-24 10:45:45,162 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,162 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:45:45,162 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopCoreModule
DEBUG 2014-11-24 10:45:45,162 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,163 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:45:45,163 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopDataModule
DEBUG 2014-11-24 10:45:45,163 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,163 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:45:45,163 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.Web.OnderdelenshopWebModule
DEBUG 2014-11-24 10:45:45,163 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,163 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:45:45,163 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopWebApiModule
DEBUG 2014-11-24 10:45:45,163 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Collections.Immutable, Version=1.0.34.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 10:45:45,184 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Diagnostics.Tracing, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 10:45:45,184 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Net.Http.Formatting, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,192 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 10:45:45,192 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime.InteropServices, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 10:45:45,192 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Helpers, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,214 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,242 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http.WebHost, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,246 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Mvc, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,278 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Optimization, Version=1.1.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,280 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,294 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Deployment, Version=2.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,294 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,301 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,301 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: WebGrease, Version=1.6.5135.21930, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:45:45,340 [1    ] Abp.Modules.DefaultModuleFinder          - Found 10 ABP modules in total.
DEBUG 2014-11-24 10:45:45,346 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpCoreModule, Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,348 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,348 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.WebApi.AbpWebApiModule, Abp.Web.Api, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,348 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebModule, Abp.Web, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,348 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.Mvc.AbpWebMvcModule, Abp.Web.Mvc, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,348 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.OnderdelenshopApplicationModule, Onderdelenshop.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,348 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.OnderdelenshopCoreModule, Onderdelenshop.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,349 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.OnderdelenshopDataModule, Onderdelenshop.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,349 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.Web.OnderdelenshopWebModule, Onderdelenshop.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,349 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Onderdelenshop.OnderdelenshopWebApiModule, Onderdelenshop.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:45:45,352 [1    ] Abp.Modules.AbpModuleManager             - 10 modules loaded.
DEBUG 2014-11-24 10:50:52,232 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2014-11-24 10:50:53,215 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,226 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:50:53,226 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.AbpCoreModule
DEBUG 2014-11-24 10:50:53,226 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,228 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:50:53,228 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.EntityFramework.AbpEntityFrameworkModule
DEBUG 2014-11-24 10:50:53,229 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web.Api, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,237 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:50:53,237 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.WebApi.AbpWebApiModule
DEBUG 2014-11-24 10:50:53,237 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,238 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:50:53,238 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.Web.AbpWebModule
DEBUG 2014-11-24 10:50:53,238 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Abp.Web.Mvc, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,241 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:50:53,241 [1    ] Abp.Modules.DefaultModuleFinder          - - Abp.Web.Mvc.AbpWebMvcModule
DEBUG 2014-11-24 10:50:53,241 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Antlr3.Runtime, Version=3.5.0.2, Culture=neutral, PublicKeyToken=eb42632606e9261f
DEBUG 2014-11-24 10:50:53,249 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-24 10:50:53,260 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: AutoMapper.Net4, Version=3.2.1.0, Culture=neutral, PublicKeyToken=be96cd2c38ef1005
DEBUG 2014-11-24 10:50:53,262 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Core, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 10:50:53,300 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Facilities.Logging, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 10:50:53,300 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Services.Logging.Log4netIntegration, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 10:50:53,300 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Castle.Windsor, Version=3.3.0.0, Culture=neutral, PublicKeyToken=407dd0808d44fbdc
DEBUG 2014-11-24 10:50:53,311 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-24 10:50:53,555 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: EntityFramework.SqlServer, Version=6.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
DEBUG 2014-11-24 10:50:53,563 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: log4net, Version=1.2.10.0, Culture=neutral, PublicKeyToken=1b44e1d426115821
DEBUG 2014-11-24 10:50:53,570 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Newtonsoft.Json, Version=6.0.0.0, Culture=neutral, PublicKeyToken=30ad4fe6b2a6aeed
DEBUG 2014-11-24 10:50:53,596 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,596 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:50:53,596 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopApplicationModule
DEBUG 2014-11-24 10:50:53,596 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,596 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:50:53,596 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopCoreModule
DEBUG 2014-11-24 10:50:53,596 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.EntityFramework, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,597 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:50:53,597 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopDataModule
DEBUG 2014-11-24 10:50:53,597 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,598 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:50:53,598 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.Web.OnderdelenshopWebModule
DEBUG 2014-11-24 10:50:53,598 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: Onderdelenshop.WebApi, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,598 [1    ] Abp.Modules.DefaultModuleFinder          - Found modules:
DEBUG 2014-11-24 10:50:53,598 [1    ] Abp.Modules.DefaultModuleFinder          - - Onderdelenshop.OnderdelenshopWebApiModule
DEBUG 2014-11-24 10:50:53,598 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Collections.Immutable, Version=1.0.34.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 10:50:53,622 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Diagnostics.Tracing, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 10:50:53,622 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Net.Http.Formatting, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,630 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 10:50:53,630 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Runtime.InteropServices, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
DEBUG 2014-11-24 10:50:53,630 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Helpers, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,652 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,682 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Http.WebHost, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,686 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Mvc, Version=5.2.2.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,719 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Optimization, Version=1.1.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,721 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,735 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Deployment, Version=2.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,735 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,743 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: System.Web.WebPages.Razor, Version=3.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,743 [1    ] Abp.Modules.DefaultModuleFinder          - Searching ABP modules in assembly: WebGrease, Version=1.6.5135.21930, Culture=neutral, PublicKeyToken=31bf3856ad364e35
DEBUG 2014-11-24 10:50:53,789 [1    ] Abp.Modules.DefaultModuleFinder          - Found 10 ABP modules in total.
DEBUG 2014-11-24 10:50:53,795 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpCoreModule, Abp, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
DEBUG 2014-11-24 10:50:53,797 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkModule, Abp.EntityFramework, Version=0.4.3.1, Culture=neutral, PublicKeyToken=null
